Customer_ID,Age,Gender,Region,Company_Size,Industry,Product_Category,Annual_Spend,Number_of_Orders,Average_Order_Value,Recency_Days,Purchase_Frequency,Preferred_Product,Customer_Tenure_Months,Cluster,Segment
CUST0347,39.0,Male,Coimbatore,Small,Pharmaceutical,Sensors,76878.86,3,25626.286666666667,43,0.25,LiDAR Sensor,3,0,Active Growth Customers
CUST0348,53.0,Female,Delhi NCR,Medium,Warehouse & Logistics,Robotics,515222.28,3,171740.76,15,0.25,Collaborative Robot,42,2,High-Value Automation Customers
CUST0349,40.0,Male,Pune,Large,Warehouse & Logistics,Motion Control,370593.42,8,46324.1775,64,0.6666666666666666,Servo Motor,56,3,Frequent Automation Buyers
CUST0350,38.0,Male,Hyderabad,Large,Manufacturing,Mobile Robotics,807318.57,9,89702.06333333332,29,0.75,AGV,55,3,Frequent Automation Buyers
CUST0351,35.0,Female,Ahmedabad,Medium,Textile,Machine Vision,203738.57,4,50934.6425,25,0.3333333333333333,Machine Vision Camera,18,0,Active Growth Customers
CUST0352,32.0,Male,Mumbai,Medium,Manufacturing,Control,147752.21,2,73876.105,113,0.1666666666666666,HMI,22,1,Low-Activity Customers
CUST0353,47.0,Male,Delhi NCR,Small,Pharmaceutical,Motion Control,184105.55,4,46026.3875,34,0.3333333333333333,Servo Drive,29,0,Active Growth Customers
CUST0354,34.0,Male,Hyderabad,Small,Automotive,Robotics,592082.16,3,197360.72,32,0.25,SCARA Robot,14,2,High-Value Automation Customers
CUST0355,35.0,Male,Chennai,Medium,Warehouse & Logistics,Motion Control,177471.88,7,25353.12571428572,137,0.5833333333333334,Servo Motor,31,1,Low-Activity Customers
CUST0356,31.0,Female,Delhi NCR,Small,General Engineering,Sensors,68160.15,4,17040.0375,67,0.3333333333333333,LiDAR Sensor,19,0,Active Growth Customers
CUST0357,46.0,Male,Delhi NCR,Small,Automotive,Robotics,262512.81,4,65628.2025,50,0.3333333333333333,Collaborative Robot,19,0,Active Growth Customers
CUST0358,40.0,Male,Coimbatore,Large,Textile,Sensors,115084.16,9,12787.128888888888,51,0.75,LiDAR Sensor,59,3,Frequent Automation Buyers
CUST0359,40.0,Male,Chennai,Small,Warehouse & Logistics,Robotics,272478.73,1,272478.73,35,0.0833333333333333,Collaborative Robot,17,2,High-Value Automation Customers
CUST0360,26.0,Male,Coimbatore,Large,Warehouse & Logistics,Sensors,123835.66,7,17690.808571428573,77,0.5833333333333334,Ultrasonic Sensor,30,3,Frequent Automation Buyers
